UUID,OriginUUID,TabiyaURI,ESCO_UUID,altLabels
,,,,"flying system technician
stage machinist
stage & lighting technician
theater mechanist
set mechanics supervisor
flying system operator
theatre machinist
stage and lighting technician
theatre mechanist
theater machinist
stage mechanist
scene-shifter
lighting & stage technician
flying operator
set technician
lighting and stage technician
flyman
chief stage technician"
,,,,"fiscal policy analyst
tax and development policy officer
policy officer, fiscal affairs
fiscal policy officer
fiscal policy researcher
fiscal policy specialist
fiscal policy consultant
fiscal policy developer
fiscal affairs policy officer
tax policy officer"
,,,,"railway infrastructure surveyor
railway infrastructure safety inspector
railway infrastructure auditor
railway infrastructure examiner
railway infrastructure inspector"
,,,,"mail room clerk
sorting clerk
mail sorter
post office mail clerk
mail clerk"
,,,,"leatherware modelist
leather goods modelist
leather goods pattern-maker
leather goods pattern maker
leather goods patternmaker
pattern maker leather goods
leatherware pattern-maker"
,,,,"sewing worker
seamstress
sew on machinist
sewing operator
sewing machinist
sewer"
,,,,"textile production operations manager
textile operations manager
textile operations supervisor
textile operation supervisor
textile operations coordinator
textile production manager"
,,,,"electromechanical engineering specialist
wind energy technician
ship electrical technician
electrical engineering technician
electromechanical technician
electromechanical engineering technologist
electro-mechanical technician
technician in electromechanical systems
specialist technician in electromechanical systems
electromechanical maintenance technician
electromechanical engineering technician"
,,,,"organic fruit and vegetable specialised seller
organic fruit salesperson
organic fruit specialised seller
greengrocers shop salesperson
greengrocers store specialised seller
organic vegetable salesperson
greengrocers store salesperson
vegetable salesperson
organic fruit and vegetable salesperson
organic vegetable specialised seller
fruit specialised seller
fruit salesperson
fruiterers shop salesperson
greengrocers shop specialised seller
fruit and vegetables specialized seller
greengrocery counter salesperson
greengrocery salesperson
greengrocery counter specialised seller
fruiterers shop specialised seller
greengrocery specialised seller
vegetable specialised seller"
,,,,"distribution consultant
logistics analyst
logistics and supply chain analyst
logistics consultant
distribution and logistics consultant
distribution analyst
distribution and logistics analyst
logistics and distribution analyst
analyst of logistics
supply chain analyst
supply chain consultant"
